time,altitude,latitude,longitude,chlorophyll
UTC,m,degrees_north,degrees_east,mg m-3
2022-05-16T12:00:00Z,0.0,48.25,-123.275,0.97003317
2022-05-16T12:00:00Z,0.0,48.25,-123.25,0.879636
2022-05-16T12:00:00Z,0.0,48.25,-123.225,1.0026419
2022-05-16T12:00:00Z,0.0,48.25,-123.19999999999999,0.9483469
2022-05-16T12:00:00Z,0.0,48.25,-123.17500000000001,1.0460825
2022-05-16T12:00:00Z,0.0,48.25,-123.15,0.88614845
2022-05-16T12:00:00Z,0.0,48.25,-123.125,0.9293649
2022-05-16T12:00:00Z,0.0,48.25,-123.1,1.0752821
2022-05-16T12:00:00Z,0.0,48.25,-123.07499999999999,1.056017
2022-05-16T12:00:00Z,0.0,48.25,-123.05000000000001,1.3031194
2022-05-16T12:00:00Z,0.0,48.25,-123.025,1.3032494
2022-05-16T12:00:00Z,0.0,48.25,-123.0,1.4256417
2022-05-16T12:00:00Z,0.0,48.25,-122.975,2.6096637
2022-05-16T12:00:00Z,0.0,48.25,-122.94999999999999,1.8398639
2022-05-16T12:00:00Z,0.0,48.25,-122.92500000000001,1.958374
2022-05-16T12:00:00Z,0.0,48.25,-122.9,1.8183352
2022-05-16T12:00:00Z,0.0,48.25,-122.875,1.7781198
2022-05-16T12:00:00Z,0.0,48.25,-122.85,1.7601706
2022-05-16T12:00:00Z,0.0,48.25,-122.82499999999999,1.868716
2022-05-16T12:00:00Z,0.0,48.25,-122.80000000000001,12.614229
2022-05-16T12:00:00Z,0.0,48.25,-122.775,11.852411
2022-05-16T12:00:00Z,0.0,48.25,-122.75,NaN
2022-05-16T12:00:00Z,0.0,48.25,-122.725,NaN
2022-05-16T12:00:00Z,0.0,48.25,-122.69999999999999,NaN
2022-05-16T12:00:00Z,0.0,48.275,-123.30000000000001,1.0163896
2022-05-16T12:00:00Z,0.0,48.275,-123.275,1.0000587
2022-05-16T12:00:00Z,0.0,48.275,-123.25,1.1472164
2022-05-16T12:00:00Z,0.0,48.275,-123.225,0.9028047
2022-05-16T12:00:00Z,0.0,48.275,-123.19999999999999,0.9087465
2022-05-16T12:00:00Z,0.0,48.275,-123.17500000000001,0.96474874
2022-05-16T12:00:00Z,0.0,48.275,-123.15,1.1754723
2022-05-16T12:00:00Z,0.0,48.275,-123.125,0.9746837
2022-05-16T12:00:00Z,0.0,48.275,-123.1,1.1457025
2022-05-16T12:00:00Z,0.0,48.275,-123.07499999999999,1.0757056
2022-05-16T12:00:00Z,0.0,48.275,-123.05000000000001,1.1711078
2022-05-16T12:00:00Z,0.0,48.275,-123.025,1.2127109
2022-05-16T12:00:00Z,0.0,48.275,-123.0,1.6202021
2022-05-16T12:00:00Z,0.0,48.275,-122.975,1.304744
2022-05-16T12:00:00Z,0.0,48.275,-122.94999999999999,2.8193574
2022-05-16T12:00:00Z,0.0,48.275,-122.92500000000001,1.5575911
2022-05-16T12:00:00Z,0.0,48.275,-122.9,1.5689006
2022-05-16T12:00:00Z,0.0,48.275,-122.875,1.483002
2022-05-16T12:00:00Z,0.0,48.275,-122.85,1.6727946
2022-05-16T12:00:00Z,0.0,48.275,-122.82499999999999,1.4157381
2022-05-16T12:00:00Z,0.0,48.275,-122.80000000000001,2.5175548
2022-05-16T12:00:00Z,0.0,48.275,-122.775,22.89515
2022-05-16T12:00:00Z,0.0,48.275,-122.75,7.1186757
2022-05-16T12:00:00Z,0.0,48.275,-122.725,NaN
2022-05-16T12:00:00Z,0.0,48.275,-122.69999999999999,NaN
2022-05-16T12:00:00Z,0.0,48.3,-123.30000000000001,1.0456896
2022-05-16T12:00:00Z,0.0,48.3,-123.275,1.0283182
2022-05-16T12:00:00Z,0.0,48.3,-123.25,0.91649705
2022-05-16T12:00:00Z,0.0,48.3,-123.225,1.0752642
2022-05-16T12:00:00Z,0.0,48.3,-123.19999999999999,1.0617079
2022-05-16T12:00:00Z,0.0,48.3,-123.17500000000001,0.97084284
2022-05-16T12:00:00Z,0.0,48.3,-123.15,2.752895
2022-05-16T12:00:00Z,0.0,48.3,-123.125,1.0482136
2022-05-16T12:00:00Z,0.0,48.3,-123.1,1.0385165
2022-05-16T12:00:00Z,0.0,48.3,-123.07499999999999,1.1228334
2022-05-16T12:00:00Z,0.0,48.3,-123.05000000000001,1.0847207
2022-05-16T12:00:00Z,0.0,48.3,-123.025,1.2151448
2022-05-16T12:00:00Z,0.0,48.3,-123.0,1.3205018
2022-05-16T12:00:00Z,0.0,48.3,-122.975,1.3739877
2022-05-16T12:00:00Z,0.0,48.3,-122.94999999999999,1.401226
2022-05-16T12:00:00Z,0.0,48.3,-122.92500000000001,1.4389087
2022-05-16T12:00:00Z,0.0,48.3,-122.9,1.3815069
2022-05-16T12:00:00Z,0.0,48.3,-122.875,1.5070627
2022-05-16T12:00:00Z,0.0,48.3,-122.85,1.4017446
2022-05-16T12:00:00Z,0.0,48.3,-122.82499999999999,1.5150979
2022-05-16T12:00:00Z,0.0,48.3,-122.80000000000001,1.757603
2022-05-16T12:00:00Z,0.0,48.3,-122.775,2.5050094
2022-05-16T12:00:00Z,0.0,48.3,-122.75,17.767622
2022-05-16T12:00:00Z,0.0,48.3,-122.725,NaN
2022-05-16T12:00:00Z,0.0,48.3,-122.69999999999999,NaN
2022-05-16T12:00:00Z,0.0,48.325,-123.30000000000001,1.115656
2022-05-16T12:00:00Z,0.0,48.325,-123.275,1.4396272
2022-05-16T12:00:00Z,0.0,48.325,-123.25,1.6241486
2022-05-16T12:00:00Z,0.0,48.325,-123.225,0.9304965
2022-05-16T12:00:00Z,0.0,48.325,-123.19999999999999,0.9790953
2022-05-16T12:00:00Z,0.0,48.325,-123.17500000000001,0.9687908
2022-05-16T12:00:00Z,0.0,48.325,-123.15,1.0278804
2022-05-16T12:00:00Z,0.0,48.325,-123.125,1.0434779
2022-05-16T12:00:00Z,0.0,48.325,-123.1,1.0446032
2022-05-16T12:00:00Z,0.0,48.325,-123.07499999999999,1.1288784
2022-05-16T12:00:00Z,0.0,48.325,-123.05000000000001,1.1758322
2022-05-16T12:00:00Z,0.0,48.325,-123.025,1.1221741
2022-05-16T12:00:00Z,0.0,48.325,-123.0,1.2641644
2022-05-16T12:00:00Z,0.0,48.325,-122.975,1.2722118
2022-05-16T12:00:00Z,0.0,48.325,-122.94999999999999,2.8623173
2022-05-16T12:00:00Z,0.0,48.325,-122.92500000000001,1.2810621
